frame.number,frame.time_epoch,ip.src,ip.dst,_ws.col.Protocol,frame.len,_ws.col.Info
"1","1634729190.301619000","172.17.0.5","172.17.0.2","UDP (NDN)","148","Interest /ndn/edu/usalp/%C1.Router/router1/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router4"
"2","1634729190.302180000","172.17.0.5","172.17.0.9","UDP (NDN)","148","Interest /ndn/edu/usalp/%C1.Router/router8/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router4"
"3","1634729190.303624000","172.17.0.2","172.17.0.5","UDP (NDN)","296","Data /ndn/edu/usalp/%C1.Router/router1/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router4/35=%00%00%01%7C%9Ds%E3%9E"
"4","1634729190.308180000","172.17.0.9","172.17.0.5","UDP (NDN)","295","Data /ndn/edu/usalp/%C1.Router/router8/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router4/35=%00%00%01%7C%9Ds%E3%9F"
"5","1634729192.299655000","172.17.0.2","172.17.0.5","UDP (NDN)","148","Interest /ndn/edu/usalp/%C1.Router/router4/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router1"
"6","1634729192.300572000","172.17.0.5","172.17.0.2","UDP (NDN)","295","Data /ndn/edu/usalp/%C1.Router/router4/nlsr/INFO/%07%24%08%03ndn%08%03edu%08%05usalp%08%08%C1.Router%08%07router1/35=%00%00%01%7C%9Ds%EBl"
"7","1634729196.303927000","172.17.0.2","172.17.0.5","UDP (NDN)","81","Interest /ndn/edu/uaslp/lab/blog2"
"8","1634729196.304239000","172.17.0.5","172.17.0.9","UDP (NDN)","81","Interest /ndn/edu/uaslp/lab/blog2"
"9","1634729196.310769000","172.17.0.9","172.17.0.5","UDP (NDN)","227","Data /ndn/edu/uaslp/lab/blog2"
"10","1634729196.311207000","172.17.0.5","172.17.0.2","UDP (NDN)","227","Data /ndn/edu/uaslp/lab/blog2"
"11","1634729198.350168000","172.17.0.2","172.17.0.5","UDP (NDN)","81","Interest /ndn/edu/uaslp/lab/blog8"
"12","1634729198.350439000","172.17.0.5","172.17.0.9","UDP (NDN)","81","Interest /ndn/edu/uaslp/lab/blog8"
"13","1634729198.351777000","172.17.0.9","172.17.0.5","UDP (NDN)","227","Data /ndn/edu/uaslp/lab/blog8"
"14","1634729198.352223000","172.17.0.5","172.17.0.2","UDP (NDN)","227","Data /ndn/edu/uaslp/lab/blog8"
"15","1634729201.551828000",,,"ARP","42","Who has 172.17.0.2? Tell 172.17.0.5"
"16","1634729201.551849000",,,"ARP","42","Who has 172.17.0.9? Tell 172.17.0.5"
"17","1634729201.551952000",,,"ARP","42","172.17.0.2 is at 02:42:ac:11:00:02"
"18","1634729201.551957000",,,"ARP","42","172.17.0.9 is at 02:42:ac:11:00:09"
"19","1634729202.138917000","172.17.0.9","172.17.0.5","UDP (NDN)","838","Data /localhop/ndn/nlsr/sync/35=%0A/x%DAc%60%40%01L%5D%D9%86%8C%8F%14%95%9F3%10%07%18%D9%1B%8C%82%CF%A7o%FC%0AbO%90%08%D8%D2%BB%E1%F2%27%909%939%AE%A6%A5%BE%7B%E7%00%12o%8F%08%8A%11%AD%9F%3A%09%9F96%9D%82%13%B6%5D%2F%F9%05b%9F%5B%5B%2Cx%E4%F5%3Eyt5f%AE%AE%16%D2%8E%DA%27%18H%07%8C%EF%FD%3A%EBT%AEn%99%0Fb%7B%5EX%DE%B9y%BD%F0%1C%90%3B%AF%CA%BF_%B9%9B%2Bj1%90%CD%ECu%DE%E8%E3%9F%07%DE%29%E8z%B9%247%06%AD%AA%BB%7F%15%9F%F9%EB%13%A6%9D%7BZ%B82%01%C4%5E%EE%7F%B5cb%7F%D5v45LS%F5%D6%F7%3CN%FF%A3%0BR%F3%F6E%A4%93%ED%7F%97%5E%10%BB%20q%93l%C5y_%26t3%EF.x%E0%93Xv%27%12%C4%0Ei%3E%BA%F8NV%60%27%1E70%D9%18%0A%2F%3D%98%D5%22%09b%3B%F7M%FF%3B%7D%F7iK%3C%EE%C1%E9~%A4%F0A%0E7%A6%C7%DD%C7%12%15%EEMg%05%B2Y%F6F%C7%DE%5Bw~r%24%03%F5%00k%B9K%BDP%DE%E2%C7%17%F1%A8a%D9n%15%1EU%1AY%90Md%98%10%93fP%D2%B0%05%8F%EE%17F%ED%9B3%C8IcH%E9%1FE%FC%EF%3F%F6%7Fi3%17%07%A2%8B%EF%F9R%5Cu%D2%FF%A6%16%88%1D%D4%B5%B9V%E7y%B1%0BZ~%C1%95%F6%18%B3y%95%9AM%24%CC%E5%C9p%27S%BD%FF%D3O3%0E%BE%0CD%CBwLg%A6%1EL%DF%D80E%03M%3D%B3%FA%F4%AD%ED%DE%D3%E3.%A0%A5I%9C%E1%20%AA%FB%95%F1%7B%F1%DB%3B%203%13E%26_%9C%97%F6%E2%14%BA%1B%EC%A4%BE~%2AQ%7B%22%8C.%BE%AC%F6v%B2%A3%E8%C3d%909%01%0BC%B5f%AE%16%F6CK%9F%28v%F1f%94%F4%AA%97%5C%FDCN%7C%ADf%F91%29%E5%A8%F9%0DP%DA%9B%28%BC%A9%E1%E8%0B%BD%29%E4%98%83%9C%97%91%E2%1A9%EF%10%15%2F%CBbE%7B%A6%7D%FCa%85%2C%08%00%2A%DB%F5%2C/%FD%D2%D8%F9%3E%AF%B6t/35=%00%00%01%7C%9Dt%11%D7/33=%00"
